onset	duration	trial_type	value	sample	sample_corrected	token	run	level	stim_file	ear_ac	ear_bc
20.735	1	Stimulus/S  1	1	207350	207358	0	0	20	pips_40_500-8000.hdf5	both	none
21.7911	1	Stimulus/S  1	1	217911	217919	0	1	40	pips_40_500-8000.hdf5	both	none
22.8364	1	Stimulus/S  1	1	228364	228372	0	2	60	pips_40_500-8000.hdf5	both	none
23.8924	1	Stimulus/S  1	1	238924	238932	0	3	70	pips_40_500-8000.hdf5	both	none
24.9378	1	Stimulus/S  1	1	249378	249386	0	4	50	pips_40_500-8000.hdf5	both	none
25.9831	1	Stimulus/S  1	1	259831	259839	0	5	30	pips_40_500-8000.hdf5	both	none
27.0604	1	Stimulus/S  1	1	270604	270612	1	0	20	pips_40_500-8000.hdf5	both	none
28.1164	1	Stimulus/S  1	1	281164	281172	1	1	40	pips_40_500-8000.hdf5	both	none
29.1725	1	Stimulus/S  1	1	291725	291733	1	2	60	pips_40_500-8000.hdf5	both	none
30.2391	1	Stimulus/S  1	1	302391	302399	1	3	70	pips_40_500-8000.hdf5	both	none
31.2845	1	Stimulus/S  1	1	312845	312853	1	4	50	pips_40_500-8000.hdf5	both	none
32.3512	1	Stimulus/S  1	1	323512	323520	1	5	30	pips_40_500-8000.hdf5	both	none
33.4178	1	Stimulus/S  1	1	334178	334186	2	0	20	pips_40_500-8000.hdf5	both	none
34.4845	1	Stimulus/S  1	1	344845	344853	2	1	40	pips_40_500-8000.hdf5	both	none
35.5512	1	Stimulus/S  1	1	355512	355520	2	2	60	pips_40_500-8000.hdf5	both	none
36.6179	1	Stimulus/S  1	1	366179	366187	2	3	70	pips_40_500-8000.hdf5	both	none
37.6845	1	Stimulus/S  1	1	376845	376853	2	4	50	pips_40_500-8000.hdf5	both	none
38.7406	1	Stimulus/S  1	1	387406	387414	2	5	30	pips_40_500-8000.hdf5	both	none
39.8072	1	Stimulus/S  1	1	398072	398080	3	0	20	pips_40_500-8000.hdf5	both	none
40.8526	1	Stimulus/S  1	1	408526	408534	3	1	40	pips_40_500-8000.hdf5	both	none
41.9193	1	Stimulus/S  1	1	419193	419201	3	2	60	pips_40_500-8000.hdf5	both	none
42.9753	1	Stimulus/S  1	1	429753	429761	3	3	70	pips_40_500-8000.hdf5	both	none
44.0206	1	Stimulus/S  1	1	440206	440214	3	4	50	pips_40_500-8000.hdf5	both	none
45.0766	1	Stimulus/S  1	1	450766	450774	3	5	30	pips_40_500-8000.hdf5	both	none
46.122	1	Stimulus/S  1	1	461220	461228	4	0	20	pips_40_500-8000.hdf5	both	none
47.1673	1	Stimulus/S  1	1	471673	471681	4	1	40	pips_40_500-8000.hdf5	both	none
48.2233	1	Stimulus/S  1	1	482233	482241	4	2	60	pips_40_500-8000.hdf5	both	none
49.2687	1	Stimulus/S  1	1	492687	492695	4	3	70	pips_40_500-8000.hdf5	both	none
50.3247	1	Stimulus/S  1	1	503247	503255	4	4	50	pips_40_500-8000.hdf5	both	none
51.37	1	Stimulus/S  1	1	513700	513708	4	5	30	pips_40_500-8000.hdf5	both	none
52.426	1	Stimulus/S  1	1	524260	524268	5	0	20	pips_40_500-8000.hdf5	both	none
53.4714	1	Stimulus/S  1	1	534714	534722	5	1	40	pips_40_500-8000.hdf5	both	none
