onset	duration	trial_type	value	sample	sample_corrected	token	run	level	stim_file	ear_ac	ear_bc
25.6908	1	Stimulus/S  1	1	256908	256916	0	0	20	pips_l400_r40_500-8000.hdf5	left	right
26.7575	1	Stimulus/S  1	1	267575	267583	0	1	40	pips_l400_r40_500-8000.hdf5	left	right
39.7605	1	Stimulus/S  1	1	397605	397613	0	0	20	pips_l400_r40_500-8000.hdf5	left	right
40.8272	1	Stimulus/S  1	1	408272	408280	0	1	40	pips_l400_r40_500-8000.hdf5	left	right
41.8726	1	Stimulus/S  1	1	418726	418734	0	2	60	pips_l400_r40_500-8000.hdf5	left	right
42.9392	1	Stimulus/S  1	1	429392	429400	0	3	70	pips_l400_r40_500-8000.hdf5	left	right
43.9952	1	Stimulus/S  1	1	439952	439960	0	4	50	pips_l400_r40_500-8000.hdf5	left	right
45.0406	1	Stimulus/S  1	1	450406	450414	0	5	30	pips_l400_r40_500-8000.hdf5	left	right
46.0966	1	Stimulus/S  1	1	460966	460974	1	0	20	pips_l400_r40_500-8000.hdf5	left	right
47.1419	1	Stimulus/S  1	1	471419	471427	1	1	40	pips_l400_r40_500-8000.hdf5	left	right
48.198	1	Stimulus/S  1	1	481980	481988	1	2	60	pips_l400_r40_500-8000.hdf5	left	right
49.2646	1	Stimulus/S  1	1	492646	492654	1	3	70	pips_l400_r40_500-8000.hdf5	left	right
50.31	1	Stimulus/S  1	1	503100	503108	1	4	50	pips_l400_r40_500-8000.hdf5	left	right
51.3767	1	Stimulus/S  1	1	513767	513775	1	5	30	pips_l400_r40_500-8000.hdf5	left	right
52.4433	1	Stimulus/S  1	1	524433	524441	2	0	20	pips_l400_r40_500-8000.hdf5	left	right
53.51	1	Stimulus/S  1	1	535100	535108	2	1	40	pips_l400_r40_500-8000.hdf5	left	right
54.5554	1	Stimulus/S  1	1	545554	545562	2	2	60	pips_l400_r40_500-8000.hdf5	left	right
55.6114	1	Stimulus/S  1	1	556114	556122	2	3	70	pips_l400_r40_500-8000.hdf5	left	right
56.678	1	Stimulus/S  1	1	566780	566788	2	4	50	pips_l400_r40_500-8000.hdf5	left	right
57.7447	1	Stimulus/S  1	1	577447	577455	2	5	30	pips_l400_r40_500-8000.hdf5	left	right
58.8114	1	Stimulus/S  1	1	588114	588122	3	0	20	pips_l400_r40_500-8000.hdf5	left	right
59.8567	1	Stimulus/S  1	1	598567	598575	3	1	40	pips_l400_r40_500-8000.hdf5	left	right
60.9234	1	Stimulus/S  1	1	609234	609242	3	2	60	pips_l400_r40_500-8000.hdf5	left	right
61.9794	1	Stimulus/S  1	1	619794	619802	3	3	70	pips_l400_r40_500-8000.hdf5	left	right
63.0248	1	Stimulus/S  1	1	630248	630256	3	4	50	pips_l400_r40_500-8000.hdf5	left	right
64.0808	1	Stimulus/S  1	1	640808	640816	3	5	30	pips_l400_r40_500-8000.hdf5	left	right
65.1261	1	Stimulus/S  1	1	651261	651269	4	0	20	pips_l400_r40_500-8000.hdf5	left	right
66.1821	1	Stimulus/S  1	1	661821	661829	4	1	40	pips_l400_r40_500-8000.hdf5	left	right
67.2275	1	Stimulus/S  1	1	672275	672283	4	2	60	pips_l400_r40_500-8000.hdf5	left	right
68.2728	1	Stimulus/S  1	1	682728	682736	4	3	70	pips_l400_r40_500-8000.hdf5	left	right
69.3288	1	Stimulus/S  1	1	693288	693296	4	4	50	pips_l400_r40_500-8000.hdf5	left	right
70.3742	1	Stimulus/S  1	1	703742	703750	4	5	30	pips_l400_r40_500-8000.hdf5	left	right
71.4302	1	Stimulus/S  1	1	714302	714310	5	0	20	pips_l400_r40_500-8000.hdf5	left	right
72.4969	1	Stimulus/S  1	1	724969	724977	5	1	40	pips_l400_r40_500-8000.hdf5	left	right
73.5422	1	Stimulus/S  1	1	735422	735430	5	2	60	pips_l400_r40_500-8000.hdf5	left	right
74.6089	1	Stimulus/S  1	1	746089	746097	5	3	70	pips_l400_r40_500-8000.hdf5	left	right
75.6756	1	Stimulus/S  1	1	756756	756764	5	4	50	pips_l400_r40_500-8000.hdf5	left	right
76.7422	1	Stimulus/S  1	1	767422	767430	5	5	30	pips_l400_r40_500-8000.hdf5	left	right
77.8089	1	Stimulus/S  1	1	778089	778097	6	0	20	pips_l400_r40_500-8000.hdf5	left	right
78.8756	1	Stimulus/S  1	1	788756	788764	6	1	40	pips_l400_r40_500-8000.hdf5	left	right
79.9423	1	Stimulus/S  1	1	799423	799431	6	2	60	pips_l400_r40_500-8000.hdf5	left	right
80.9983	1	Stimulus/S  1	1	809983	809991	6	3	70	pips_l400_r40_500-8000.hdf5	left	right
82.065	1	Stimulus/S  1	1	820650	820658	6	4	50	pips_l400_r40_500-8000.hdf5	left	right
83.1103	1	Stimulus/S  1	1	831103	831111	6	5	30	pips_l400_r40_500-8000.hdf5	left	right
84.177	1	Stimulus/S  1	1	841770	841778	7	0	20	pips_l400_r40_500-8000.hdf5	left	right
85.2223	1	Stimulus/S  1	1	852223	852231	7	1	40	pips_l400_r40_500-8000.hdf5	left	right
86.2783	1	Stimulus/S  1	1	862783	862791	7	2	60	pips_l400_r40_500-8000.hdf5	left	right
87.3237	1	Stimulus/S  1	1	873237	873245	7	3	70	pips_l400_r40_500-8000.hdf5	left	right
88.3797	1	Stimulus/S  1	1	883797	883805	7	4	50	pips_l400_r40_500-8000.hdf5	left	right
89.425	1	Stimulus/S  1	1	894250	894258	7	5	30	pips_l400_r40_500-8000.hdf5	left	right
90.4917	1	Stimulus/S  1	1	904917	904925	8	0	20	pips_l400_r40_500-8000.hdf5	left	right
91.5477	1	Stimulus/S  1	1	915477	915485	8	1	40	pips_l400_r40_500-8000.hdf5	left	right
92.6144	1	Stimulus/S  1	1	926144	926152	8	2	60	pips_l400_r40_500-8000.hdf5	left	right
93.6597	1	Stimulus/S  1	1	936597	936605	8	3	70	pips_l400_r40_500-8000.hdf5	left	right
94.7264	1	Stimulus/S  1	1	947264	947272	8	4	50	pips_l400_r40_500-8000.hdf5	left	right
95.7931	1	Stimulus/S  1	1	957931	957939	8	5	30	pips_l400_r40_500-8000.hdf5	left	right
96.8598	1	Stimulus/S  1	1	968598	968606	9	0	20	pips_l400_r40_500-8000.hdf5	left	right
97.9265	1	Stimulus/S  1	1	979265	979273	9	1	40	pips_l400_r40_500-8000.hdf5	left	right
98.9931	1	Stimulus/S  1	1	989931	989939	9	2	60	pips_l400_r40_500-8000.hdf5	left	right
100.0598	1	Stimulus/S  1	1	1000598	1000606	9	3	70	pips_l400_r40_500-8000.hdf5	left	right
101.1158	1	Stimulus/S  1	1	1011158	1011166	9	4	50	pips_l400_r40_500-8000.hdf5	left	right
102.1825	1	Stimulus/S  1	1	1021825	1021833	9	5	30	pips_l400_r40_500-8000.hdf5	left	right
103.2278	1	Stimulus/S  1	1	1032278	1032286	10	0	20	pips_l400_r40_500-8000.hdf5	left	right
104.2945	1	Stimulus/S  1	1	1042945	1042953	10	1	40	pips_l400_r40_500-8000.hdf5	left	right
105.3399	1	Stimulus/S  1	1	1053399	1053407	10	2	60	pips_l400_r40_500-8000.hdf5	left	right
