onset	duration	trial_type	value	sample	sample_corrected	token	run	level	stim_file	ear_ac	ear_bc
51.8182	1	Stimulus/S  1	1	518182	518190	0	0	20	pips_40_500-8000.hdf5	both	none
52.8635	1	Stimulus/S  1	1	528635	528643	0	1	40	pips_40_500-8000.hdf5	both	none
53.9302	1	Stimulus/S  1	1	539302	539310	0	2	60	pips_40_500-8000.hdf5	both	none
54.9969	1	Stimulus/S  1	1	549969	549977	0	3	70	pips_40_500-8000.hdf5	both	none
56.0422	1	Stimulus/S  1	1	560422	560430	0	4	50	pips_40_500-8000.hdf5	both	none
57.1089	1	Stimulus/S  1	1	571089	571097	0	5	30	pips_40_500-8000.hdf5	both	none
58.1649	1	Stimulus/S  1	1	581649	581657	1	0	20	pips_40_500-8000.hdf5	both	none
59.2316	1	Stimulus/S  1	1	592316	592324	1	1	40	pips_40_500-8000.hdf5	both	none
60.2769	1	Stimulus/S  1	1	602769	602777	1	2	60	pips_40_500-8000.hdf5	both	none
61.3436	1	Stimulus/S  1	1	613436	613444	1	3	70	pips_40_500-8000.hdf5	both	none
62.3996	1	Stimulus/S  1	1	623996	624004	1	4	50	pips_40_500-8000.hdf5	both	none
63.4663	1	Stimulus/S  1	1	634663	634671	1	5	30	pips_40_500-8000.hdf5	both	none
64.5116	1	Stimulus/S  1	1	645116	645124	2	0	20	pips_40_500-8000.hdf5	both	none
65.5676	1	Stimulus/S  1	1	655676	655684	2	1	40	pips_40_500-8000.hdf5	both	none
66.613	1	Stimulus/S  1	1	666130	666138	2	2	60	pips_40_500-8000.hdf5	both	none
67.6797	1	Stimulus/S  1	1	676797	676805	2	3	70	pips_40_500-8000.hdf5	both	none
68.725	1	Stimulus/S  1	1	687250	687258	2	4	50	pips_40_500-8000.hdf5	both	none
69.781	1	Stimulus/S  1	1	697810	697818	2	5	30	pips_40_500-8000.hdf5	both	none
70.8264	1	Stimulus/S  1	1	708264	708272	3	0	20	pips_40_500-8000.hdf5	both	none
