onset	duration	trial_type	value	sample	sample_corrected	token	run	level	stim_file	ear_ac	ear_bc
20.2386	1	Stimulus/S  1	1	202386	202394	0	0	20	pips_l40_r400_500-8000.hdf5	right	left
21.2839	1	Stimulus/S  1	1	212839	212847	0	1	40	pips_l40_r400_500-8000.hdf5	right	left
22.3506	1	Stimulus/S  1	1	223506	223514	0	2	60	pips_l40_r400_500-8000.hdf5	right	left
23.4173	1	Stimulus/S  1	1	234173	234181	0	3	70	pips_l40_r400_500-8000.hdf5	right	left
24.4839	1	Stimulus/S  1	1	244839	244847	0	4	50	pips_l40_r400_500-8000.hdf5	right	left
25.5506	1	Stimulus/S  1	1	255506	255514	0	5	30	pips_l40_r400_500-8000.hdf5	right	left
26.6173	1	Stimulus/S  1	1	266173	266181	1	0	20	pips_l40_r400_500-8000.hdf5	right	left
27.684	1	Stimulus/S  1	1	276840	276848	1	1	40	pips_l40_r400_500-8000.hdf5	right	left
28.7293	1	Stimulus/S  1	1	287293	287301	1	2	60	pips_l40_r400_500-8000.hdf5	right	left
29.796	1	Stimulus/S  1	1	297960	297968	1	3	70	pips_l40_r400_500-8000.hdf5	right	left
30.852	1	Stimulus/S  1	1	308520	308528	1	4	50	pips_l40_r400_500-8000.hdf5	right	left
31.9187	1	Stimulus/S  1	1	319187	319195	1	5	30	pips_l40_r400_500-8000.hdf5	right	left
32.964	1	Stimulus/S  1	1	329640	329648	2	0	20	pips_l40_r400_500-8000.hdf5	right	left
34.02	1	Stimulus/S  1	1	340200	340208	2	1	40	pips_l40_r400_500-8000.hdf5	right	left
35.0654	1	Stimulus/S  1	1	350654	350662	2	2	60	pips_l40_r400_500-8000.hdf5	right	left
36.1214	1	Stimulus/S  1	1	361214	361222	2	3	70	pips_l40_r400_500-8000.hdf5	right	left
37.1667	1	Stimulus/S  1	1	371667	371675	2	4	50	pips_l40_r400_500-8000.hdf5	right	left
38.2334	1	Stimulus/S  1	1	382334	382342	2	5	30	pips_l40_r400_500-8000.hdf5	right	left
39.2894	1	Stimulus/S  1	1	392894	392902	3	0	20	pips_l40_r400_500-8000.hdf5	right	left
40.3454	1	Stimulus/S  1	1	403454	403462	3	1	40	pips_l40_r400_500-8000.hdf5	right	left
41.4014	1	Stimulus/S  1	1	414014	414022	3	2	60	pips_l40_r400_500-8000.hdf5	right	left
42.4681	1	Stimulus/S  1	1	424681	424689	3	3	70	pips_l40_r400_500-8000.hdf5	right	left
43.5348	1	Stimulus/S  1	1	435348	435356	3	4	50	pips_l40_r400_500-8000.hdf5	right	left
44.6015	1	Stimulus/S  1	1	446015	446023	3	5	30	pips_l40_r400_500-8000.hdf5	right	left
45.6681	1	Stimulus/S  1	1	456681	456689	4	0	20	pips_l40_r400_500-8000.hdf5	right	left
46.7348	1	Stimulus/S  1	1	467348	467356	4	1	40	pips_l40_r400_500-8000.hdf5	right	left
47.8015	1	Stimulus/S  1	1	478015	478023	4	2	60	pips_l40_r400_500-8000.hdf5	right	left
48.8468	1	Stimulus/S  1	1	488468	488476	4	3	70	pips_l40_r400_500-8000.hdf5	right	left
49.9029	1	Stimulus/S  1	1	499029	499037	4	4	50	pips_l40_r400_500-8000.hdf5	right	left
50.9482	1	Stimulus/S  1	1	509482	509490	4	5	30	pips_l40_r400_500-8000.hdf5	right	left
52.0042	1	Stimulus/S  1	1	520042	520050	5	0	20	pips_l40_r400_500-8000.hdf5	right	left
53.0495	1	Stimulus/S  1	1	530495	530503	5	1	40	pips_l40_r400_500-8000.hdf5	right	left
54.1056	1	Stimulus/S  1	1	541056	541064	5	2	60	pips_l40_r400_500-8000.hdf5	right	left
55.1509	1	Stimulus/S  1	1	551509	551517	5	3	70	pips_l40_r400_500-8000.hdf5	right	left
56.1962	1	Stimulus/S  1	1	561962	561970	5	4	50	pips_l40_r400_500-8000.hdf5	right	left
57.2629	1	Stimulus/S  1	1	572629	572637	5	5	30	pips_l40_r400_500-8000.hdf5	right	left
