onset	duration	trial_type	value	sample	sample_corrected	token	run	level	stim_file	ear_ac	ear_bc
19.3001	1	Stimulus/S  1	1	193001	193009	0	0	20	pips_40_500-8000.hdf5	both	none
20.3668	1	Stimulus/S  1	1	203668	203676	0	1	40	pips_40_500-8000.hdf5	both	none
21.4335	1	Stimulus/S  1	1	214335	214343	0	2	60	pips_40_500-8000.hdf5	both	none
22.4788	1	Stimulus/S  1	1	224788	224796	0	3	70	pips_40_500-8000.hdf5	both	none
23.5455	1	Stimulus/S  1	1	235455	235463	0	4	50	pips_40_500-8000.hdf5	both	none
24.6122	1	Stimulus/S  1	1	246122	246130	0	5	30	pips_40_500-8000.hdf5	both	none
25.6682	1	Stimulus/S  1	1	256682	256690	1	0	20	pips_40_500-8000.hdf5	both	none
26.7349	1	Stimulus/S  1	1	267349	267357	1	1	40	pips_40_500-8000.hdf5	both	none
27.7802	1	Stimulus/S  1	1	277802	277810	1	2	60	pips_40_500-8000.hdf5	both	none
28.8469	1	Stimulus/S  1	1	288469	288477	1	3	70	pips_40_500-8000.hdf5	both	none
29.9136	1	Stimulus/S  1	1	299136	299144	1	4	50	pips_40_500-8000.hdf5	both	none
30.9696	1	Stimulus/S  1	1	309696	309704	1	5	30	pips_40_500-8000.hdf5	both	none
32.0362	1	Stimulus/S  1	1	320362	320370	2	0	20	pips_40_500-8000.hdf5	both	none
33.0816	1	Stimulus/S  1	1	330816	330824	2	1	40	pips_40_500-8000.hdf5	both	none
34.1376	1	Stimulus/S  1	1	341376	341384	2	2	60	pips_40_500-8000.hdf5	both	none
35.2043	1	Stimulus/S  1	1	352043	352051	2	3	70	pips_40_500-8000.hdf5	both	none
36.2496	1	Stimulus/S  1	1	362496	362504	2	4	50	pips_40_500-8000.hdf5	both	none
37.295	1	Stimulus/S  1	1	372950	372958	2	5	30	pips_40_500-8000.hdf5	both	none
38.3616	1	Stimulus/S  1	1	383616	383624	3	0	20	pips_40_500-8000.hdf5	both	none
39.4177	1	Stimulus/S  1	1	394177	394185	3	1	40	pips_40_500-8000.hdf5	both	none
40.463	1	Stimulus/S  1	1	404630	404638	3	2	60	pips_40_500-8000.hdf5	both	none
41.5297	1	Stimulus/S  1	1	415297	415305	3	3	70	pips_40_500-8000.hdf5	both	none
42.5857	1	Stimulus/S  1	1	425857	425865	3	4	50	pips_40_500-8000.hdf5	both	none
43.631	1	Stimulus/S  1	1	436310	436318	3	5	30	pips_40_500-8000.hdf5	both	none
44.6977	1	Stimulus/S  1	1	446977	446985	4	0	20	pips_40_500-8000.hdf5	both	none
45.7537	1	Stimulus/S  1	1	457537	457545	4	1	40	pips_40_500-8000.hdf5	both	none
46.7991	1	Stimulus/S  1	1	467991	467999	4	2	60	pips_40_500-8000.hdf5	both	none
47.8657	1	Stimulus/S  1	1	478657	478665	4	3	70	pips_40_500-8000.hdf5	both	none
48.9217	1	Stimulus/S  1	1	489217	489225	4	4	50	pips_40_500-8000.hdf5	both	none
49.9884	1	Stimulus/S  1	1	499884	499892	4	5	30	pips_40_500-8000.hdf5	both	none
51.0338	1	Stimulus/S  1	1	510338	510346	5	0	20	pips_40_500-8000.hdf5	both	none
52.0898	1	Stimulus/S  1	1	520898	520906	5	1	40	pips_40_500-8000.hdf5	both	none
53.1458	1	Stimulus/S  1	1	531458	531466	5	2	60	pips_40_500-8000.hdf5	both	none
54.2018	1	Stimulus/S  1	1	542018	542026	5	3	70	pips_40_500-8000.hdf5	both	none
