onset	duration	trial_type	value	sample	sample_corrected	token	run	level	stim_file	ear_ac	ear_bc
5.9728	1	Stimulus/S  1	1	59728	59736	0	0	20	pips_40_500-8000.hdf5	both	none
7.0288	1	Stimulus/S  1	1	70288	70296	0	1	40	pips_40_500-8000.hdf5	both	none
8.0955	1	Stimulus/S  1	1	80955	80963	0	2	60	pips_40_500-8000.hdf5	both	none
9.1409	1	Stimulus/S  1	1	91409	91417	0	3	70	pips_40_500-8000.hdf5	both	none
10.2075	1	Stimulus/S  1	1	102075	102083	0	4	50	pips_40_500-8000.hdf5	both	none
11.2742	1	Stimulus/S  1	1	112742	112750	0	5	30	pips_40_500-8000.hdf5	both	none
12.3409	1	Stimulus/S  1	1	123409	123417	1	0	20	pips_40_500-8000.hdf5	both	none
13.4076	1	Stimulus/S  1	1	134076	134084	1	1	40	pips_40_500-8000.hdf5	both	none
14.4742	1	Stimulus/S  1	1	144742	144750	1	2	60	pips_40_500-8000.hdf5	both	none
15.5409	1	Stimulus/S  1	1	155409	155417	1	3	70	pips_40_500-8000.hdf5	both	none
16.5969	1	Stimulus/S  1	1	165969	165977	1	4	50	pips_40_500-8000.hdf5	both	none
17.6423	1	Stimulus/S  1	1	176423	176431	1	5	30	pips_40_500-8000.hdf5	both	none
18.6983	1	Stimulus/S  1	1	186983	186991	2	0	20	pips_40_500-8000.hdf5	both	none
19.7436	1	Stimulus/S  1	1	197436	197444	2	1	40	pips_40_500-8000.hdf5	both	none
20.7996	1	Stimulus/S  1	1	207996	208004	2	2	60	pips_40_500-8000.hdf5	both	none
21.845	1	Stimulus/S  1	1	218450	218458	2	3	70	pips_40_500-8000.hdf5	both	none
22.8903	1	Stimulus/S  1	1	228903	228911	2	4	50	pips_40_500-8000.hdf5	both	none
23.9463	1	Stimulus/S  1	1	239463	239471	2	5	30	pips_40_500-8000.hdf5	both	none
25.013	1	Stimulus/S  1	1	250130	250138	3	0	20	pips_40_500-8000.hdf5	both	none
26.0584	1	Stimulus/S  1	1	260584	260592	3	1	40	pips_40_500-8000.hdf5	both	none
27.125	1	Stimulus/S  1	1	271250	271258	3	2	60	pips_40_500-8000.hdf5	both	none
28.1917	1	Stimulus/S  1	1	281917	281925	3	3	70	pips_40_500-8000.hdf5	both	none
29.2584	1	Stimulus/S  1	1	292584	292592	3	4	50	pips_40_500-8000.hdf5	both	none
30.3251	1	Stimulus/S  1	1	303251	303259	3	5	30	pips_40_500-8000.hdf5	both	none
31.3917	1	Stimulus/S  1	1	313917	313925	4	0	20	pips_40_500-8000.hdf5	both	none
32.4584	1	Stimulus/S  1	1	324584	324592	4	1	40	pips_40_500-8000.hdf5	both	none
33.5144	1	Stimulus/S  1	1	335144	335152	4	2	60	pips_40_500-8000.hdf5	both	none
34.5811	1	Stimulus/S  1	1	345811	345819	4	3	70	pips_40_500-8000.hdf5	both	none
35.6265	1	Stimulus/S  1	1	356265	356273	4	4	50	pips_40_500-8000.hdf5	both	none
36.6931	1	Stimulus/S  1	1	366931	366939	4	5	30	pips_40_500-8000.hdf5	both	none
37.7491	1	Stimulus/S  1	1	377491	377499	5	0	20	pips_40_500-8000.hdf5	both	none
38.7945	1	Stimulus/S  1	1	387945	387953	5	1	40	pips_40_500-8000.hdf5	both	none
39.8505	1	Stimulus/S  1	1	398505	398513	5	2	60	pips_40_500-8000.hdf5	both	none
40.8958	1	Stimulus/S  1	1	408958	408966	5	3	70	pips_40_500-8000.hdf5	both	none
41.9412	1	Stimulus/S  1	1	419412	419420	5	4	50	pips_40_500-8000.hdf5	both	none
42.9972	1	Stimulus/S  1	1	429972	429980	5	5	30	pips_40_500-8000.hdf5	both	none
44.0425	1	Stimulus/S  1	1	440425	440433	6	0	20	pips_40_500-8000.hdf5	both	none
45.1092	1	Stimulus/S  1	1	451092	451100	6	1	40	pips_40_500-8000.hdf5	both	none
46.1652	1	Stimulus/S  1	1	461652	461660	6	2	60	pips_40_500-8000.hdf5	both	none
47.2319	1	Stimulus/S  1	1	472319	472327	6	3	70	pips_40_500-8000.hdf5	both	none
48.2772	1	Stimulus/S  1	1	482772	482780	6	4	50	pips_40_500-8000.hdf5	both	none
49.3439	1	Stimulus/S  1	1	493439	493447	6	5	30	pips_40_500-8000.hdf5	both	none
50.4106	1	Stimulus/S  1	1	504106	504114	7	0	20	pips_40_500-8000.hdf5	both	none
51.4773	1	Stimulus/S  1	1	514773	514781	7	1	40	pips_40_500-8000.hdf5	both	none
52.544	1	Stimulus/S  1	1	525440	525448	7	2	60	pips_40_500-8000.hdf5	both	none
53.6106	1	Stimulus/S  1	1	536106	536114	7	3	70	pips_40_500-8000.hdf5	both	none
54.6773	1	Stimulus/S  1	1	546773	546781	7	4	50	pips_40_500-8000.hdf5	both	none
55.7333	1	Stimulus/S  1	1	557333	557341	7	5	30	pips_40_500-8000.hdf5	both	none
56.8	1	Stimulus/S  1	1	568000	568008	8	0	20	pips_40_500-8000.hdf5	both	none
57.8453	1	Stimulus/S  1	1	578453	578461	8	1	40	pips_40_500-8000.hdf5	both	none
